No.,Food_ID,Nama Bahan Makanan,Fast_Food,Sumber,Tipe,Jenis_Olahan,Air (g),Energi (Kal),Protein (g),Lemak (g),Karbohidrat (g),Serat (g),Abu (g),Kalsium (Ca) (mg),Fosfor (P) (mg),Besi (Fe) (mg),Natrium (Na) (mg),Kalium (Ka) (mg),Tembaga (Cu) (mg),Seng (Zn) (mg),Retinol (vit. A) (mcg),β-karoten (mcg),Karoten total (mcg),Thiamin (vit. B1) (mg),Riboflavin (vit. B2) (mg),Niasin (mg),Vitamin C (mg),BDD (%),Mentah / Olahan,Kelompok Makanan,Sumber TKPI 2019,Fast_Food_New,Tipe_New,Jenis_Olahan_New,Mentah / Olahan_New,Kelompok Makanan_New,Fast_Food_New_0,Fast_Food_New_1,Tipe_New_0,Tipe_New_1,Jenis_Olahan_New_0,Jenis_Olahan_New_1,Jenis_Olahan_New_2,Jenis_Olahan_New_3,Jenis_Olahan_New_4,Jenis_Olahan_New_5,Jenis_Olahan_New_6,Jenis_Olahan_New_7,Jenis_Olahan_New_8,Jenis_Olahan_New_9,Jenis_Olahan_New_10,Mentah / Olahan_New_0,Mentah / Olahan_New_1,Kelompok Makanan_New_0,Kelompok Makanan_New_1,Kelompok Makanan_New_2,Kelompok Makanan_New_3,Kelompok Makanan_New_4,Kelompok Makanan_New_5,Kelompok Makanan_New_6,Kelompok Makanan_New_7,Kelompok Makanan_New_8, Daging Ayam, Daging Kambing, Daging Kerbau, Daging Sapi, Ikan, Kedelai, Sayur, Telur,Beras,Biji-bijian,Buah,Daging Ayam,Daging Babi,Daging Kambing,Daging Sapi,Ikan,Kedelai,Sayur,Susu,Telur Ayam,Tepung,Umbi-umbian
35,FNT035,Sale kesemek,Tidak,Buah,Makanan Ringan,Panggang,25.0,296,1.1,0.6,71.4,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,Olahan,Buah,KZGMI02001,0,1,7,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,FNT036,Sale pisang siam,Tidak,Buah,Makanan Ringan,Panggang,28.9,281,2.4,0.7,66.1,1.0,2.0,41.0,64.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,Olahan,Buah,KZGPI01990,0,1,7,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,FNT037,Anggur hutan,Ya,Buah,Makanan Ringan,Mentah,92.3,30,0.5,0.2,6.8,1.2,0.2,39.0,12.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,3.0,100,Tunggal,Buah,KZGPI01990,1,1,6,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,FNT038,Sanggara belanda,Tidak,Buah,Makanan Ringan,Goreng,47.1,242,6.4,7.1,38.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,Olahan,Buah,KZGMI02001,0,1,3,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,FNT039,Ketoprak,Tidak,Beras,Makanan Berat,Rebus,69.1,153,7.9,7.7,13.0,2.9,2.6,153.0,134.0,3.4,0.0,0.0,0.0,0.0,3.0,0.0,435.0,0.05,0.0,0.0,0.0,100,Olahan,Serealia,KZGPI01990,0,0,9,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,FNT040,Ketupat kandangan,Tidak,"Beras, Ikan",Makanan Berat,Rebus,78.5,109,2.2,5.2,13.4,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,Olahan,Serealia,KZGMI02001,0,0,9,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,FNT041,Kue ali,Tidak,Tepung,Makanan Ringan,Goreng,12.8,440,3.8,18.5,64.5,0.3,0.4,27.0,47.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.0,0.0,100,Olahan,Serealia,KZGMI02001,0,1,3,0,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,FNT042,Lapis legit,Tidak,Tepung,Makanan Ringan,Kukus,21.3,389,6.6,15.7,55.5,0.5,0.9,16.0,136.0,1.9,0.0,0.0,0.0,0.0,41.0,0.0,1.032,0.26,0.09,3.0,0.0,100,Olahan,Serealia,KZGPI01990,0,1,5,0,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,FNT043,Kue gelang,Tidak,Tepung,Makanan Ringan,Goreng,7.1,448,5.8,16.1,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,Olahan,Serealia,KZGMI02001,0,1,3,0,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,FNT044,Kue Jahe,Tidak,Tepung,Makanan Ringan,Panggang,3.7,425,1.6,8.8,84.6,1.2,1.3,155.0,61.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,100,Olahan,Serealia,KZGPI01990,0,1,7,0,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,FNT045,Kue Kelapa,Tidak,Buah,Makanan Ringan,Panggang,3.3,591,5.6,42.1,47.5,0.0,1.5,32.0,180.0,1.6,33.0,443.0,0.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,Olahan,Serealia,KZGMI02001,0,1,7,0,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,FNT046,Wortel Rebus,Ya,Sayur,Makanan Ringan,Rebus,92.1,28,0.7,0.5,6.3,0.8,0.4,46.0,28.0,0.6,41.0,117.3,0.1,0.2,0.0,3.824,5.396,0.01,0.03,0.7,12.0,100,Olahan,Sayur,KZGPI01990,1,1,9,0,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47,FNT047,Wortel Kukus,Ya,Sayur,Makanan Ringan,Kukus,89.5,37,1.0,0.6,8.3,1.1,0.6,44.0,30.0,0.6,43.0,122.5,0.11,0.3,0.0,3.994,7.15,0.02,0.03,0.8,14.0,100,Olahan,Sayur,KZGPI01990,1,1,5,0,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,FNT048,Asinan Bogor,Tidak,Sayur,Makanan Ringan,Mentah,78.0,98,3.9,2.6,14.8,0.5,0.7,314.0,17.0,1.2,483.0,0.0,0.0,0.0,10.0,0.0,146.0,0.28,0.0,0.0,5.0,100,Olahan,Sayur,KZGMS01993,0,1,6,0,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,FNT049,Sayur Anyang,Tidak,Sayur,Makanan Berat,Rebus,76.9,126,3.4,7.9,10.3,5.4,1.5,180.0,1.0,2.9,290.0,181.0,0.3,1.2,0.0,3.263,0.0,0.2,0.0,0.0,0.0,100,Olahan,Sayur,KZGMI02001,0,0,9,0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,FNT050,Sayu Ares,Tidak,Sayur,Makanan Berat,Rebus,77.7,113,0.9,7.2,11.2,4.7,3.0,63.0,5.0,1.5,1.413,1030.0,0.7,3.8,0.0,6.0,0.0,0.1,0.0,0.5,0.0,100,Olahan,Sayur,KZGMI02001,0,0,9,0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,FNT051,Rawon,Tidak,Daging Sapi,Makanan Berat,Rebus,86.0,60,5.4,2.5,4.0,0.3,1.7,272.0,153.0,3.3,0.0,0.0,0.0,0.0,11.0,0.0,1.235,0.09,0.0,0.0,0.0,100,Olahan,Daging,KZGPI01990,0,0,9,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,FNT052,Rendang sapi,Tidak,Daging Sapi,Makanan Berat,Gulai,57.9,193,22.6,7.9,7.8,0.0,3.8,474.0,211.0,14.9,0.0,0.0,0.0,0.0,21.0,0.0,534.0,0.12,0.0,0.0,0.0,100,Olahan,Daging,KZGPI01990,0,0,4,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,FNT053,Ayam goreng kalasan,Tidak,Daging Ayam,Makanan Berat,Goreng,46.2,275,37.4,12.2,1.3,0.0,2.9,116.0,237.0,5.8,176.0,321.9,0.16,1.5,10.0,0.0,50.0,0.1,0.0,0.0,0.0,100,Olahan,Daging,KZGPI01990,0,0,3,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,FNT054,Babi hutan masak rica,Tidak,Daging Babi,Makanan Berat,Goreng,56.2,491,24.6,16.3,0.2,0.0,2.7,18.0,144.0,1.2,1.415,327.0,0.2,2.6,2.193,0.0,0.0,0.61,0.47,0.0,0.2,100,Olahan,Daging,KZGMI02001,0,0,3,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55,FNT055,Beef burger,Ya,"Daging Sapi, Daging Ayam",Makanan Berat,Panggang,45.5,258,10.6,9.5,32.5,0.4,2.2,210.0,157.0,2.6,572.0,189.1,0.0,0.0,218.0,0.0,7.58,0.95,0.0,0.0,0.0,100,Olahan,Daging,KZGMS01993,1,0,7,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,FNT056,Beef teriyaki,Ya,"Daging Sapi, Daging Ayam",Makanan Berat,Panggang,65.1,151,8.6,3.1,22.3,0.3,0.9,142.0,62.0,2.3,377.0,0.0,0.0,0.0,22.0,0.0,400.0,0.53,0.0,0.0,0.0,100,Olahan,Daging,KZGMS01993,1,0,7,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,FNT057,Beef yakiniku,Ya,"Daging Sapi, Daging Ayam",Makanan Berat,Panggang,67.7,132,9.8,1.1,20.7,0.3,0.8,302.0,67.0,2.0,409.0,0.0,0.0,0.0,78.0,0.0,700.0,0.62,0.0,0.0,0.0,100,Olahan,Daging,KZGMS01993,1,0,7,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,FNT058,Sapi abon,Tidak,Daging Sapi,Makanan Berat,Goreng,7.1,212,18.0,10.6,59.3,7.5,4.7,150.0,209.0,12.3,0.0,0.0,0.0,0.0,0.0,240.0,138.0,0.17,0.0,0.0,0.0,100,Olahan,Daging,KZGPI01990,0,0,3,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,FNT059,"Sapi, abon, asli",Tidak,Daging Sapi,Makanan Berat,Goreng,24.8,358,14.6,16.1,38.6,2.5,5.8,165.0,136.0,14.6,0.0,0.0,0.0,0.0,3.0,194.0,144.0,0.13,0.0,0.0,0.0,100,Olahan,Daging,KZGPI01990,0,0,3,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,FNT060,Daging sapi asap,Tidak,Daging Sapi,Makanan Berat,Asap,60.0,182,32.0,6.0,0.0,0.0,2.0,15.0,300.0,5.0,1.62,485.4,0.03,5.1,6.0,0.0,0.0,0.12,0.23,5.9,0.0,100,Olahan,Daging,DABM01964,0,0,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61,FNT061,Dendeng sapi mentah,Tidak,Daging Sapi,Makanan Berat,Mentah,25.0,301,55.0,9.0,0.0,0.0,11.0,30.0,370.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,100,Olahan,Daging,DABM01964,0,0,6,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62,FNT062,Daging sapi kornet,Ya,Daging Sapi,Makanan Berat,Rebus,53.0,289,16.0,25.0,0.0,0.0,6.0,10.0,170.0,4.0,794.0,94.4,0.07,4.0,0.0,52.0,0.0,0.01,0.16,2.7,0.0,100,Olahan,Daging,DABM01964,1,0,9,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,FNT063,Sosis sapi,Ya,Daging Sapi,Makanan Berat,Rebus,37.6,448,14.5,42.3,2.3,0.0,3.3,28.0,61.0,1.1,765.0,284.5,0.06,1.7,0.0,0.0,0.0,0.1,0.18,4.9,0.0,100,Olahan,Daging,DABM01964,1,0,9,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64,FNT064,Sosis hati sapi,Ya,Daging Sapi,Makanan Berat,Rebus,56.6,274,16.0,22.0,3.0,2.3,2.4,20.0,150.0,4.0,654.0,158.8,0.22,2.2,1.201,0.0,0.0,0.2,0.96,4.0,0.0,100,Olahan,Daging,DABM01964,1,0,9,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65,FNT065,Ampela ayam goreng,Ya,Daging Ayam,Makanan Berat,Goreng,4.8,270,32.3,11.2,9.9,0.0,1.8,129.0,314.0,4.9,980.0,0.0,0.12,3.3,56.0,0.0,0.0,0.21,0.0,4.7,0.0,100,Olahan,Daging,KZGMS01993,1,0,3,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
66,FNT066,Usus ayam goreng,Ya,Daging Ayam,Makanan Berat,Goreng,4.6,473,45.2,26.3,13.9,0.0,10.1,1.407,458.0,8.4,0.0,0.0,0.0,0.0,6.0,0.0,224.0,0.57,0.0,0.0,0.0,100,Olahan,Daging,KZGPI01990,1,0,3,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67,FNT067,Belut goreng,Tidak,Ikan,Makanan Berat,Goreng,11.2,417,25.9,19.4,32.0,0.0,11.5,840.0,872.0,4.9,71.0,217.7,0.3,1.8,0.0,0.0,0.0,0.0,0.2,10.5,0.0,100,Olahan,Ikan dsb,KZGPI01990,0,0,3,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,FNT068,Cumi-cumi goreng,Tidak,Ikan,Makanan Berat,Goreng,54.2,265,40.6,10.1,0.0,0.0,3.1,62.0,270.0,2.7,86.0,81.9,0.0,0.0,0.0,56.0,0.0,0.09,0.0,6.3,0.0,100,Olahan,Ikan dsb,KZGPI01990,0,0,3,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,FNT069,Ikan asin kering,Tidak,Ikan,Makanan Berat,Mentah,40.0,193,42.0,1.5,0.0,0.0,16.5,200.0,300.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,70,Olahan,Ikan dsb,DABM01964,0,0,6,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70,FNT070,Ikan bandeng presto,Tidak,Ikan,Makanan Berat,Presto,45.3,296,17.1,20.3,11.3,0.0,6.0,1.422,659.0,1.9,0.0,0.0,0.0,0.0,6.0,0.0,400.0,0.14,0.0,0.0,69.0,100,Olahan,Ikan dsb,KZGPI01990,0,0,8,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,FNT071,Ikan Mas pepes,Tidak,Ikan,Makanan Berat,Kukus,57.5,209,15.2,11.3,11.8,0.5,4.3,686.0,530.0,6.1,74.0,276.7,0.1,1.9,3.0,0.0,315.0,0.13,0.1,2.4,0.0,100,Olahan,Ikan dsb,KZGPI01990,0,0,5,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,FNT072,Ikan mujahir goreng,Tidak,Ikan,Makanan Berat,Goreng,44.7,416,46.9,23.9,0.0,0.0,2.2,346.0,654.0,0.9,54.0,278.9,0.0,0.2,12.0,3.0,8.0,0.12,0.1,2.2,0.0,100,Olahan,Ikan dsb,KZGPI01990,0,0,3,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
73,FNT073,Ikan Mujahir pepes,Tidak,Ikan,Makanan Berat,Kukus,73.7,121,21.7,2.8,0.8,0.0,1.0,83.0,248.0,1.6,58.0,265.8,0.0,0.3,8.0,0.0,6.0,0.0,0.1,1.9,0.0,100,Olahan,Ikan dsb,KZGPI01990,0,0,5,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74,FNT074,Ikan Patin bakar,Tidak,Ikan,Makanan Berat,Bakar,70.3,144,17.5,6.3,4.3,0.0,1.6,191.0,232.0,1.4,379.0,230.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,Olahan,Ikan dsb,KZGMI02001,0,0,1,0,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75,FNT075,Pempek telur,Ya,"Ikan, Telur",Makanan Berat,Goreng,62.4,156,4.7,2.7,28.3,0.0,1.9,13.0,83.0,1.3,448.0,48.0,0.1,0.6,0.0,0.0,0.0,0.2,0.05,1.1,0.0,100,Olahan,Ikan dsb,KZGMI02001,1,0,3,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76,FNT076,Teri balado,Tidak,Ikan,Makanan Berat,Goreng,25.8,365,23.7,22.3,17.5,0.0,10.9,869.0,348.0,4.0,0.0,0.0,0.0,0.0,27.0,0.0,1.567,0.13,0.0,0.0,0.0,100,Olahan,Ikan dsb,KZGPI01990,0,0,3,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,FNT077,Gulai tiram,Tidak,Ikan,Makanan Berat,Gulai,73.1,132,9.0,7.2,7.8,0.0,2.9,53.0,134.0,3.7,285.0,133.0,1.1,0.7,389.0,0.0,0.0,0.29,0.12,0.0,0.0,100,Olahan,Ikan dsb,KZGMI02001,0,0,4,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
